Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,38.169998,41.340000,37.380001,40.580002,39.409611,211507400
2018-02-01,45.500000,46.990002,40.430000,42.860001,41.623848,252196500
2018-03-01,43.009998,44.299999,39.590000,40.240002,39.079422,199402700
2018-04-01,40.040001,43.000000,37.650002,37.880001,36.787483,227985700
2018-05-01,37.750000,38.840000,36.810001,37.720001,36.632099,176953500
2018-06-01,38.060001,40.860001,35.560001,36.259998,35.214203,201723000
2018-07-01,35.910000,38.340000,33.330002,33.450001,32.485249,247300500
2018-08-01,33.349998,35.290001,32.849998,34.610001,33.611794,179819500
2018-09-01,34.400002,34.910000,32.599998,33.020000,32.067654,190865900
2018-10-01,33.099998,34.599998,26.360001,29.030001,28.192730,340803700
2018-11-01,29.080000,30.260000,27.549999,29.850000,28.989080,280472300
2018-12-01,30.170000,30.360001,26.010000,28.070000,27.260416,269751400
2019-01-01,27.650000,34.750000,27.559999,33.650002,32.679478,343616600
2019-02-01,33.750000,38.020000,33.630001,37.150002,36.078537,210230900
2019-03-01,38.360001,39.139999,35.509998,37.139999,36.203693,252316300
2019-04-01,37.410000,38.799999,35.439999,38.750000,37.773109,211328500
2019-05-01,38.779999,38.939999,35.590000,35.930000,35.024208,176656800
2019-06-01,35.849998,40.549999,35.450001,39.500000,38.654110,194738300
2019-07-01,39.970001,42.000000,38.930000,41.189999,40.307911,176600700
2019-08-01,41.360001,41.990002,38.540001,40.290001,39.427189,147930100
2019-09-01,40.049999,41.410000,38.099998,38.980000,38.277458,138279000
2019-10-01,38.990002,39.470001,35.130001,35.250000,34.614689,161549500
2019-11-01,35.500000,36.529999,34.520000,35.520000,34.879826,148552500
2019-12-01,35.450001,36.520000,34.459999,36.110001,35.598206,163581500
2020-01-01,36.410000,36.500000,33.529999,33.560001,33.084347,199703900
2020-02-01,33.750000,39.250000,33.709999,34.639999,34.149036,308100100
2020-03-01,34.619999,38.540001,26.020000,30.059999,29.769888,368561100
2020-04-01,29.340000,40.360001,28.299999,39.830002,39.445599,284349400
2020-05-01,38.779999,45.650002,38.340000,45.540001,45.100491,227159400
2020-06-01,45.400002,52.750000,45.009998,52.450001,52.132389,289890200
2020-07-01,52.709999,61.060001,51.320000,55.279999,54.945248,228002500
2020-08-01,55.689999,59.060001,53.570000,54.779999,54.448277,156441200
2020-09-01,54.950001,55.419998,47.439999,52.099998,51.937630,187530200
2020-10-01,52.369999,58.340000,46.990002,47.630001,47.481564,173416000
2020-11-01,48.189999,51.930000,45.360001,50.430000,50.272835,222724800
2020-12-01,50.500000,51.540001,48.669998,49.130001,49.130001,54500300
2020-12-11,49.439999,49.610001,48.680000,49.130001,49.130001,4549638
