Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,257.769989,273.790009,248.839996,267.890015,252.823196,80616900
2018-02-01,266.149994,273.119995,239.289993,262.929993,248.142197,72971300
2018-03-01,262.609985,275.309998,244.369995,251.860001,238.361984,62342400
2018-04-01,251.259995,262.500000,237.509995,238.330002,225.557114,76273900
2018-05-01,237.509995,245.880005,224.089996,225.880005,213.774353,63073600
2018-06-01,228.399994,238.229996,219.119995,220.570007,209.487137,60707000
2018-07-01,219.750000,239.729996,218.889999,237.429993,225.499939,62274700
2018-08-01,238.500000,245.080002,226.570007,237.809998,225.860870,58750500
2018-09-01,237.759995,239.449997,223.800003,224.240005,213.678024,48635800
2018-10-01,226.220001,231.399994,208.399994,225.369995,214.754776,79100600
2018-11-01,225.759995,234.059998,188.119995,190.690002,181.708252,84619000
2018-12-01,194.000000,195.660004,151.699997,167.050003,159.826370,99800200
2019-01-01,164.330002,203.289993,163.350006,198.009995,189.447540,89708600
2019-02-01,198.000000,201.500000,188.220001,196.699997,188.194199,49619100
2019-03-01,198.750000,206.449997,186.500000,191.990005,184.429703,62988100
2019-04-01,194.000000,209.970001,193.610001,205.919998,197.811142,63471300
2019-05-01,206.399994,208.750000,182.309998,182.490005,175.303818,51152900
2019-06-01,181.699997,205.839996,180.729996,197.009995,190.104996,45703300
2019-07-01,208.000000,222.240005,203.539993,220.130005,212.414658,51995900
2019-08-01,219.350006,219.949997,193.710007,203.910004,196.763153,43352400
2019-09-01,201.100006,221.500000,196.580002,207.229996,201.221786,45995700
2019-10-01,207.009995,219.279999,193.990005,213.380005,207.193481,61684500
2019-11-01,215.259995,224.770004,214.750000,221.350006,214.932419,39274300
2019-12-01,220.970001,232.210007,210.000000,229.929993,224.522446,46468200
2020-01-01,231.000000,250.460007,229.490005,237.750000,232.158569,70831600
2020-02-01,238.360001,245.770004,194.850006,200.770004,196.048264,61724900
2020-03-01,201.410004,211.789993,130.850006,154.589996,151.877304,133808200
2020-04-01,146.100006,193.720001,141.669998,183.419998,180.201385,84998300
2020-05-01,179.000000,211.309998,165.360001,196.490005,193.042053,68852300
2020-06-01,197.309998,222.979996,188.509995,197.619995,195.365845,77454300
2020-07-01,198.880005,225.240005,195.000000,197.960007,195.701981,84413700
2020-08-01,198.490005,216.949997,196.529999,204.869995,202.533142,56659400
2020-09-01,203.600006,215.229996,185.869995,200.970001,199.880524,79074000
2020-10-01,201.529999,214.889999,185.520004,189.039993,188.015182,71867600
2020-11-01,192.000000,238.119995,188.229996,230.580002,229.330002,61139000
2020-12-01,231.960007,245.360001,231.350006,239.990005,238.688995,20564600
2020-12-11,240.809998,241.199997,237.100006,239.990005,239.990005,2034605
